Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,hourly,employer_provided,min_salary,max_salary,avg_salary,company_txt,job_state,age,python_yn,R_yn,spark_yn,aws_yn,excel_yn
Data Scientist,$65K - $80K (Employer est.),"You will work with and influence teams in Azure Networking and industry leading partners, who are innovating at leading edge on Artificial Intelligence, High-Performance Computing and Visualization. This is an excellent opportunity to collaborate with teams across Microsoft, in Azure Compute, Storage, Network and Data Science to develop pipelines for advanced data analytics, to improve automatic fault localization to ensure secure and reliable services for millions of customers. This project has high visibility in an area of large and expanding investment for Azure, offering a terrific opportunity for technical and career growth.
Responsibilities
You will work with and influence teams in Azure Networking and industry leading partners, who are innovating at leading edge on Artificial Intelligence, High-Performance Computing and Visualization. This is an excellent opportunity to collaborate with teams across Microsoft, in Azure Compute, Storage, Network and Data Science to develop pipelines for advanced data analytics, to improve automatic fault localization to ensure secure and reliable services for millions of customers. This project has high visibility in an area of large and expanding investment for Azure, offering a terrific opportunity for technical and career growth.",4.4,"Microsoft
4.4","Redmond, WA",10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,0,65,80,72.5,"Microsoft
", WA,45,0,0,0,0,1
Data Scientist,$65K - $80K (Employer est.),"Nordic Global is looking for a Data Scientist to join our Cloud Solutions team. This role will be a part of a larger Nordic project team that is delivering AWS Solutions.
REQUIRED SKILLS & EXPERIENCE
Background in Data Science and Machine Learning
Strong background with AWS SageMaker
Experience in training models with SageMaker
Experience in deploying models into production
Experience in integrating deployed model with larger data pipelines
Strong Coding background in Python and with PySpark",3.9,"Nordic Consulting Partners, Inc.
3.9",Remote,1001 to 5000 Employees,2010,Company - Private,Health Care Services & Hospitals,Healthcare,$100 to $500 million (USD),0,0,65,80,72.5,"Nordic Consulting Partners, Inc.
",-1,10,1,0,1,1,0
Data Scientist II,$65K - $80K (Employer est.),"JOB DESCRIPTION
At Levi Strauss & Co, we are revolutionizing the apparel business and redefining the way denim is made.
We are taking one of the world's most iconic brands into the next century:
from creating machine learning-powered denim finishes to using block-chain for our factory workers' wellbeing, to building algorithms to better meet the needs of our consumers and optimize our supply chain.
Be a pioneer in the fashion industry by joining our global Data, Analytics & AI ""startup with assets,"" where you will have the chance to build exciting solutions to impact our Global business and at the same time be part of a bigger, across-continents, data community.
Be a pioneer in the fashion industry by joining our global merchandise planning data science team, where you will have the chance to build exciting solutions to improve our business and at the same time be part of a bigger, across-continents, data science community. As a Data Scientist II, you will help develop models that address specific needs while bringing research into production. You will report in the Global Head of AI for Demand & Supply.
San Francisco, CA, USA
Full time",4.0,"Levi Strauss & Co.
4.0",Remote,10000+ Employees,1853,Company - Public,"Department, Clothing & Shoe Stores",Retail & Wholesale,$1 to $5 billion (USD),0,0,65,80,72.5,"Levi Strauss & Co.
",-1,167,0,0,0,0,0
Data Scientist II,$65K - $80K (Employer est.),"Myriad Genetics is a healthcare technology company that leverages genetic information to empower doctors and patients to make informed medical decisions. Our data scientists work on a variety of projects to enable providers to work more efficiently to achieve better outcomes for their patients.
Our Health intelligence Platform team is building the infrastructure to help drive data sharing to providers. This is a hands-on role.
This is not an entry-level role.
What you will do:
Working with our data to help us mine, learn and build products that deliver better insights to improve better patient care and help drive better treatment options",3.6,"Myriad Genetics Inc.
3.6","Salt Lake City, UT",1001 to 5000 Employees,1991,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$500 million to $1 billion (USD),0,0,65,80,72.5,"Myriad Genetics Inc.
", UT,29,0,0,0,0,0
Data Scientist II,$65K - $80K (Employer est.),"Responsibilities:
Principal is seeking a Data Scientist II on our Data Science team within our Data & Analytics Consulting group! On this team you’ll use machine learning/predictive modeling, algorithm development, data inference, financial/quantitative modeling, and optimization to solve analytically complex business problems. Researching and applying knowledge of existing and emerging data science principles, theories, and techniques to inform business decisions.

This individual contributor position is responsible for answering business questions using machine learning techniques, algorithms, and statistical models.
Gathering and integrating large volumes of data, performing analysis, interpreting results, and developing actionable insights and recommendations.
The position is responsible for evaluating statistical/machine learning models to determine validity of analyses, testing models, and developing visualizations to help stakeholders make business decisions.
Qualifications:

Salary Range Information: Salary ranges below reflect targeted base salaries. Non-sales positions have the opportunity to participate in a bonus program. Sales positions are eligible for sales incentives, and in some instances a bonus plan, whereby total compensation may far exceed base salary depending on individual performance. Actual compensation for all roles will be based upon geographic location, work experience, education, licensure requirements and/or skill level and will be finalized at the time of offer. Salary Range: $81700 - $136800 / year Additional Information:",4.0,"Principal Financial Group
4.0","Des Moines, IA",10000+ Employees,1879,Company - Public,Investment & Asset Management,Financial Services,$10+ billion (USD),0,0,65,80,72.5,"Principal Financial Group
", IA,141,0,0,0,0,0
"Data Scientist, Spotify For Artists",$87K - $137K (Glassdoor est.),"Data, Research & Insights
Data Science
Spotify for Artists is the destination for artists and their teams to understand their fans and reach their goals. We give artists the insights and tools they need to connect with their fans and establish a meaningful career on their own terms.
Location
New York or Remote Americas
Job type",4.2,"Spotify
4.2","New York, NY",5001 to 10000 Employees,2006,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,0,87,137,112.0,"Spotify
", NY,14,0,0,0,0,0
Data Scientist - 2023 Entry Level Sales (Accelerate),$87K - $137K (Glassdoor est.),"Introduction
Ranked by Forbes as one of the world’s best employers in 2021, IBM promotes growth and innovation to lead as we enter the era of hybrid cloud and AI – helping clients transform their business.

As a Data Scientist, you will work with a technical pre-sales agile team to co-develop innovative business solutions with our clients. You will be directly impacting the world’s most influential enterprises and brands on the adoption of next-generation platforms.

IBM’s comprehensive onboarding program and industry-leading learning culture will prepare you with a strong foundation for client success. Our sales environment is collaborative and experiential. You'll be surrounded by bright minds and keen co-creators ready to assist as you apply practices that will compel our clients to invest in IBM's products and services.


In this role, you’ll be the go-to subject matter expert, collaborating with colleagues from various roles to define solutions and lead the way in how they get built in the age of cloud and AI. This role is hands-on; co-creating using data science, machine learning and programming skills in six-week client engagements.

A 'Day-in-the Life' of a Data Scientist may include, but not be limited to:
To be successful in this role, you will need:
Opportunities are available in: Atlanta GA, Boston MA, Chicago IL, Dallas TX, New York NY, San Francisco CA, and Washington DC – to name a few.

If you are hired into a Colorado work location, the anticipated compensation range for the position $73,000 to $152,000 is based on a full-time schedule. Your ultimate compensation may vary depending on your job-related skills and experience. For part time roles, the compensation will be adjusted appropriately.",4.1,"IBM
4.1","New York, NY",10000+ Employees,1911,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),0,0,87,137,112.0,"IBM
", NY,109,0,0,0,0,0
Jr. Data Scientist,$87K - $137K (Glassdoor est.)," Apply Statistical and Machine Learning methods to specific business problems and data.
 Ensure data quality throughout all stages of acquisition and processing, including such areas as data sourcing/collection, ground truth generation, normalization, transformation, cross-lingual alignment/mapping, etc.
 Using tools such as Tableau, Looker and GoogleData Studio to aggregate data from across our software tools to build and develop dashboards for both client-facing and internal purposes across the company that feature relevant KPIs and metrics
 Create data dashboards and other data visualization tools to track progress to inform continuous quality improvement of the Congregate Settings Investigation and Response Unit.",-1.0,Net2Aspire,Remote,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,0,0,87,137,112.0,Net2Aspire,-1,-1,0,0,0,0,0
"Early Career Data Scientist 1 - Mathematics, Statistics",$87K - $137K (Glassdoor est.),"Early Career Data Scientist 1 - Mathematics, Statistics
United States; Richland, Washington; Seattle, Washington
National Security
Regular Full-Time
Yes
08/22/2022
4455
Job Description",4.1,"Pacific Northwest National Laboratory
4.1","Richland, WA",5001 to 10000 Employees,1965,Company - Private,Energy & Utilities,"Energy, Mining & Utilities",$1 to $5 billion (USD),0,0,87,137,112.0,"Pacific Northwest National Laboratory
", WA,55,0,0,0,0,0
Junior Data Scientist/Data Scientist I,$87K - $137K (Glassdoor est.),"Requisition ID
11631
Country
United States of America
City
Remote
About Us
Korn Ferry is a global organizational consulting firm. We help clients synchronize strategy and talent to drive superior performance. We work with organizations to design their structures, roles, and responsibilities. We help them hire the right people to bring their strategy to life. And we advise them on how to reward, develop, and motivate their people.",3.7,"KORNFERRY
3.7",Remote,5001 to 10000 Employees,1969,Company - Public,Business Consulting,Management & Consulting,$1 to $5 billion (USD),0,0,87,137,112.0,"KORNFERRY
",-1,51,0,0,0,0,0
Data Scientist (Junior) - Evernorth,$87K - $137K (Glassdoor est.),"Internal Title: Data Science Lead Analyst (HB3)
External Title: Data Scientist (Junior)

Role Summary
As a member of the Data Science (DS) Center of Expertise (CoE), the DS Lead Analyst is responsible for supporting integral components of the ML life cycle: data acquisition, data preparation/processing, & feature engineering and supporting MLOps gaps in our current ML lifecycle (e.g., repeatable feature engineering workflows). Reporting to the Head of MLOps & Geospatial DS, the DS Lead Analyst will collaborate with Data Scientists, Business Analysts, and business stakeholders to iteratively deliver features for ML models currently in production and in development.

This position is with Evernorth, a new business within the Cigna Corporation.


data acquisition, data preparation/processing, and feature engineering

Support data wrangling (e.g., balancing computationally efficient code and readability) in python and SQL

SME on a wide array of data sources e.g., claims, geospatial, consumer, business, and other vendor or open data sources

Recommend features to Data Scientists for ML development based on business problem, stakeholder SME recommendations, and performance & utilization trends across Data Science CoE teams


Bachelors degree in a quantitative field is preferred (e.g., statistics, public health, math, biology, computer science)

Some experience with python and SQL via coursework, personal projects, or work projects is a must

Values diversity, growth mindset, and improving health outcomes of our customers

Experience building statistical models, executing descriptive analytics, and preparing data visualizations

Comfort communicating with highly technical team members

Experience working with a variety data sources (e.g., survey, claims, EHR, geospatial, open, vendor, etc.)

For this position, we anticipate offering an annual salary of $74,600 - $124,400, depending on relevant factors, including experience and geographic location.

This role is also anticipated to be eligible to participate in an annual bonus plan.

Helping our customers achieve healthier, more secure lives is at the heart of what we do. While you take care of our customers, we’ll take care of you through a comprehensive benefits program that helps you be at your best. Starting on day one of your employment, you’ll be offered several health-related benefits including medical, vision, dental, and best in class well-being and behavioral health programs. We also offer 401(k) with company match, company paid life insurance, tuition reimbursement, a minimum of 18 days of paid time off per year and dozens of corporate discounts on essentials you use every day. For more details on our employee benefits programs, please visit the “Life at Cigna” tab on our careersite: www.cigna.com/careers

About Evernorth
Evernorth, Cigna Corporation’s health services segment, exists to elevate health for all. We're building on our legacy and redefining health care as we know it. Unbiased in how we think, we create without limitation. We partner without constraints, deliver value differently and act in the interest of humanity. Solving across silos, closing gaps in care, and empowering clients, customers, and people everywhere to move onward and upward. When you work with us, you’ll be empowered to solve the problems others don’t, won’t or can’t. Join us. What difference will you make?

Qualified applicants will be considered without regard to race, color, age, disability, sex, childbirth (including pregnancy) or related medical conditions including but not limited to lactation, sexual orientation, gender identity or expression, veteran or military status, religion, national origin, ancestry, marital or familial status, genetic information, status with regard to public assistance, citizenship status or any other characteristic protected by applicable equal employment opportunity laws.

If you require reasonable accommodation in completing the online application process, please email: SeeYourself@cigna.com for support. Do not email SeeYourself@cigna.com for an update on your application or to provide your resume as you will not receive a response.

Cigna has a tobacco-free policy and reserves the right not to hire tobacco/nicotine users in states where that is legally permissible. Candidates in such states who use tobacco/nicotine will not be considered for employment unless they enter a qualifying smoking cessation program prior to the start of their employment. These states include: Alabama, Alaska, Arizona, Arkansas, Delaware, Florida, Georgia, Hawaii, Idaho, Iowa, Kansas, Maryland, Massachusetts, Michigan, Nebraska, Ohio, Pennsylvania, Texas, Utah, Vermont, and Washington State.",3.8,"Cigna
3.8","Hartford, CT",10000+ Employees,1865,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),0,0,87,137,112.0,"Cigna
", CT,155,1,0,0,1,0
data scientist (multiple openings) - Remote,$87K - $137K (Glassdoor est.),"Job Posting
: Jun 23, 2022
Job Posting End Date
: Aug 22, 2022
Location
: US-WA-Seattle-Starbucks Support Center
Is this role eligible for remote or hybrid work? : Yes-Remote",3.8,"Starbucks
3.8","Seattle, WA",10000+ Employees,1971,Company - Public,Restaurants & Cafes,Restaurants & Food Service,$10+ billion (USD),0,0,87,137,112.0,"Starbucks
", WA,49,0,0,0,0,0
Data Scientist - Entry Level,$87K - $137K (Glassdoor est.),"Company Description
Join us and make YOUR mark on the World!
Are you interested in joining some of the brightest talent in the world to strengthen the United States’ security? Come join Lawrence Livermore National Laboratory (LLNL) where our employees apply their expertise to create solutions for BIG ideas that make our world a better place.
We are committed to a diverse and equitable workforce with an inclusive culture that values and celebrates the diversity of our people, talents, ideas, experiences, and perspectives. This is essential to innovation and creativity for continued success of the Laboratory’s mission.
Job Description",4.5,"Lawrence Livermore National Laboratory
4.5","Livermore, CA",5001 to 10000 Employees,1952,Government,National Agencies,Government & Public Administration,$1 to $5 billion (USD),0,0,87,137,112.0,"Lawrence Livermore National Laboratory
", CA,68,0,0,0,0,0
Data Scientist I,$87K - $137K (Glassdoor est.),"#LI-JK1 #LI-Hybrid

Who we are and what we do:
The AI and Data Science team is centralized across the entire organization.
We work with various product teams across various business units to define high-impact business problems, solve them using novel techniques, and execute and monitor them throughout their lifecycle.
Most of our models make it to production, they never sit in a research lab. But we also do quite a bit of research to stay up-to-date with the latest technologies/algorithms.
We are very collaborative, you will likely get lots of ideas from the team.
What kind of problems do we solve:",2.3,"Norfolk Southern Corp
2.3","Atlanta, GA",10000+ Employees,1982,Company - Public,Rail Transportation,Transportation & Logistics,$10+ billion (USD),0,0,87,137,112.0,"Norfolk Southern Corp
", GA,38,0,0,0,0,0
Researcher (Research Data Scientist),$87K - $137K (Glassdoor est.),"New York University: NYU - NY: Faculty of Arts and Science (FAS): Politics Department
Location
New York
Open Date
Jul 25, 2022
Description
We are seeking a Researcher - Data Scientist to join our growing team. You will leverage our large scale data collections — ranging from major platforms to fringe sites to individual browser data — to produce rigorous analyses on the relationship between politics and the online media environment.",4.4,"New York University
4.4","New York, NY",10000+ Employees,1831,College / University,Colleges & Universities,Education,$5 to $10 billion (USD),0,0,87,137,112.0,"New York University
", NY,189,0,0,0,0,0
Conversational AI Data Scientist,$87K - $137K (Glassdoor est.),"REMOTE- work from home

Position Summary :

bswift provides innovative and flexible benefits administration solutions to its customers. Backed by Fortune 5 company, CVS Health, bswift constantly reinvests in technology so that consumers can achieve their health ambitions. bswift is looking to hire an experienced Data Scientist to join our Conversational AI product team to build AI/Machine Learning-based chatbot and other conversational apps.

The ideal candidate should be comfortable with analyzing large data sets to find actionable opportunities for product and process enhancements. They should have experience using a variety of data mining/data analysis methods and using a variety of data tools. They should have a proven ability to drive business results leveraging AI/Machine Learning algorithms. The right candidate will have the ability for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.

Role Responsibilities









The typical pay range for this role is:
Minimum: 60,000
Maximum: 128,700

Please keep in mind that this range represents the pay range for all positions in the job grade within which this position falls. The actual salary offer will take into account a wide range of factors, including location.

















CVS Health requires certain colleagues to be fully vaccinated against COVID-19 (including any booster shots if required), where allowable under the law, unless they are approved for a reasonable accommodation based on disability, medical condition, religious belief, or other legally recognized reasons that prevents them from being vaccinated.

You are required to have received at least one COVID-19 shot prior to your first day of employment and to provide proof of your vaccination status or apply for a reasonable accommodation within the first 10 days of your employment. Please note that in some states and roles, you may be required to provide proof of full vaccination or an approved reasonable accommodation before you can begin to actively work.






Bring your heart to CVS Health
Every one of us at CVS Health shares a single, clear purpose: Bringing our heart to every moment of your health. This purpose guides our commitment to deliver enhanced human-centric health care for a rapidly changing world. Anchored in our brand — with heart at its center — our purpose sends a personal message that how we deliver our services is just as important as what we deliver.

Our Heart At Work Behaviors™ support this purpose. We want everyone who works at CVS Health to feel empowered by the role they play in transforming our culture and accelerating our ability to innovate and deliver solutions to make health care more personal, convenient and affordable.
We strive to promote and sustain a culture of diversity, inclusion and belonging every day.
CVS Health is an affirmative action employer, and is an equal opportunity employer, as are the physician-owned businesses for which CVS Health provides management services. We do not discriminate in recruiting, hiring, promotion, or any other personnel action based on race, ethnicity, color, national origin, sex/gender, sexual orientation, gender identity or expression, religion, age, disability, protected veteran status, or any other characteristic protected by applicable federal, state, or local law.",3.0,"CVS Health
3.0","Los Angeles, CA",10000+ Employees,1963,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),0,0,87,137,112.0,"CVS Health
", CA,57,0,0,0,0,0
"Data Scientist, Engineering Analytics",$87K - $137K (Glassdoor est.),"United States, Georgia, Atlanta
TechOps
09-Aug-2022
Ref #: 16203",4.3,"Delta
4.3","Atlanta, GA",10000+ Employees,1928,Company - Public,"Airlines, Airports & Air Transportation",Transportation & Logistics,$10+ billion (USD),0,0,87,137,112.0,"Delta
", GA,92,0,0,0,0,0
Data Scientist,$87K - $137K (Glassdoor est.),"Grammarly is excited to offer a remote-first hybrid working model. Team members can work primarily remotely in the United States, Canada, Ukraine, Germany, Poland, and Portugal. Conditions permitting, teams will meet in person a few weeks every quarter at one of Grammarly's hubs, currently in San Francisco, Kyiv, New York, Vancouver, and Berlin, or in a shared workspace in Krakow.
Grammarly team members in this role must be based in British Columbia or Ontario, Canada or the United States.
The opportunity
Grammarly empowers people to thrive and connect, whenever and wherever they communicate. Every day, 30 million people and 30,000 teams around the world use our AI-powered writing assistant. All of this begins with our team collaborating in a values-driven and learning-oriented environment.",4.7,"Grammarly, Inc.
4.7",Remote,501 to 1000 Employees,2009,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,0,87,137,112.0,"Grammarly, Inc.
",-1,11,0,0,0,0,0
(Jr) Quantitative Analyst / Data Scientist,$87K - $137K (Glassdoor est.),"Company Overview:
TrueChoice Solutions is a privately held, rapidly growing Software as a Service (SaaS) company and is the leader in real-time preference analytics, headquartered in New York. We develop and deploy unique, sophisticated applications in marketing, sales and HR that give our clients insights about “how” and “why” customers and employees make decisions and what they value. Used by many forward-thinking FORTUNE Global 1000 clients, the TrueChoice™ Predictive Selling Suite is based on patented econometric technologies that for the first time allow companies to precisely quantify the preference structures of individual customers and employees in real time. Our clients use these insights to help increase sales, retention, and profitability. TrueChoice has strong partnerships with 6 of the world’s top 10 consulting firms. Our client base is diverse and includes large automotive companies to consumer electronics manufacturers and health care services companies. We have teams in Continental Europa, New York and Singapore.",4.0,"TrueChoice Solutions
4.0","Vienna, NY",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,0,0,87,137,112.0,"TrueChoice Solutions
", NY,-1,0,0,0,0,0
Junior Data Scientist - Entry Level Federal Health IT - Remote,$87K - $137K (Glassdoor est.),"Why CORMAC?
At CORMAC, we leverage the power of data management and analytics to enable our customers to achieve their strategic goals. With over 20 years of experience in health information technology (HIT), human-centered design principles and Agile development methodologies, CORMAC delivers complex digital solutions to solve some of the most challenging problems facing public healthcare programs today.
Using data science principles, CORMAC’s data analytics solutions provide the power to turn raw data into insights and opportunities. By strategically applying descriptive, prescriptive and predictive analytics, we help our customers identify key business drivers, current trends, future activity and optimal outcomes. You will work with crucial data related to public health for clients such as Medicare, Medicaid, Patient Safety and have insight into to the challenges stakeholders face with public health programs.",3.9,"CORMAC
3.9",Remote,Unknown,2002,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),0,0,87,137,112.0,"CORMAC
",-1,18,0,0,0,0,0
Junior Data Scientist,$87K - $137K (Glassdoor est.),"Brookfield, WI, USA
Summary:
Hiring Fresher to 1 year experience in Data Science, ML with python and strong analytical skills with a passion to take part in R&D.
About AugRay:
Augray is on a mission to build next generation method of communication using Extended Reality – XR (AR/ VR/ MR) technologies and change the way businesses re conducted and how interactions happen with people. In an age where innovation is happening all around us, there’s commonality – people are driving these changes. We offer a solution that helps to articulate product demonstration and how people conversation takes place using smartphones and wearable glasses.",4.3,"Augray
4.3","Brookfield, WI",51 to 200 Employees,2014,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,0,87,137,112.0,"Augray
", WI,6,1,0,0,0,0
Newborn Screening Data Scientist,$87K - $137K (Glassdoor est.),"Position: Newborn Screening Data Scientist
Location: Salt Lake City, UT 84114 (Hybrid)
Duration: 12 Months Plus
Skills Mandatory:
· Python Experience
· Machine Learning expertise
· AWS, S3, Sagemaker
· Experience working on biological data sheets",4.0,"STM Consulting Inc
4.0",Remote,Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,0,0,87,137,112.0,"STM Consulting Inc
",-1,-1,1,0,0,1,0
Junior Data Scientist,$87K - $137K (Glassdoor est.),"ACIMA
Acima Credit is a young and dynamic leasing company that provides consumers financing options for life necessities that otherwise would not be available to them. We help with financing options from tires/wheels to furniture and appliances. Acima blends the use of innovative online technology with a fast and easy application process for thousands of retailers nationwide. Customers love us because we make the impossible possible. Retailers love us because we make it easy for them.
Summary:
We are looking for a developing data scientist that is interested in applying their understanding of machine learning techniques and statistics to analyze our many complex datasets. They will be nose deep in interesting payment, behavioral, credit, fraud, and economic datasets, to name a few. The insights gleaned and models trained from the analyses done on these datasets can quickly change the course of the company.",3.7,"Acima
3.7","Draper, UT",501 to 1000 Employees,2013,Company - Public,Banking & Lending,Financial Services,Unknown / Non-Applicable,0,0,87,137,112.0,"Acima
", UT,7,0,0,0,0,0
Engineering- Data Analytics,$87K - $137K (Glassdoor est.),"If data is in your blood, then we have the job to get your heart pumping!
From day 1, you'll be a key member of the engineering team driving end-to-end data and analytical solutions supporting the development, learning, and operational insights for our critical new engineering led initiatives in equipment, process, packaging, customization and supply chain.
As a Data Analysis Engineer, you will:
Work across important Data & Analytics Community of Excellence capability areas of: Data Science, Dana Engineering, Data Wrangling, Edge Programming, SME Analyst/Business Intelligence, Visualization/Citizen Scientist Ux.",4.2,"Procter & Gamble
4.2","Cincinnati, OH",10000+ Employees,1837,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),0,0,87,137,112.0,"Procter & Gamble
", OH,183,0,0,0,0,1
Data Scientist II,$87K - $137K (Glassdoor est.),"JOB DESCRIPTION
At Levi Strauss & Co, we are revolutionizing the apparel business and redefining the way denim is made.
We are taking one of the world's most iconic brands into the next century:
from creating machine learning-powered denim finishes to using block-chain for our factory workers' wellbeing, to building algorithms to better meet the needs of our consumers and optimize our supply chain.
Be a pioneer in the fashion industry by joining our global Data, Analytics & AI ""startup with assets,"" where you will have the chance to build exciting solutions to impact our Global business and at the same time be part of a bigger, across-continents, data community.
Be a pioneer in the fashion industry by joining our global merchandise planning data science team, where you will have the chance to build exciting solutions to improve our business and at the same time be part of a bigger, across-continents, data science community. As a Data Scientist II, you will help develop models that address specific needs while bringing research into production. You will report in the Global Head of AI for Demand & Supply.
San Francisco, CA, USA
Full time",4.0,"Levi Strauss & Co.
4.0",Remote,10000+ Employees,1853,Company - Public,"Department, Clothing & Shoe Stores",Retail & Wholesale,$1 to $5 billion (USD),0,0,87,137,112.0,"Levi Strauss & Co.
",-1,167,0,0,0,0,0
Data Scientist II,$87K - $137K (Glassdoor est.),"Responsibilities:
Principal is seeking a Data Scientist II on our Data Science team within our Data & Analytics Consulting group! On this team you’ll use machine learning/predictive modeling, algorithm development, data inference, financial/quantitative modeling, and optimization to solve analytically complex business problems. Researching and applying knowledge of existing and emerging data science principles, theories, and techniques to inform business decisions.

This individual contributor position is responsible for answering business questions using machine learning techniques, algorithms, and statistical models.
Gathering and integrating large volumes of data, performing analysis, interpreting results, and developing actionable insights and recommendations.
The position is responsible for evaluating statistical/machine learning models to determine validity of analyses, testing models, and developing visualizations to help stakeholders make business decisions.
Qualifications:

Salary Range Information: Salary ranges below reflect targeted base salaries. Non-sales positions have the opportunity to participate in a bonus program. Sales positions are eligible for sales incentives, and in some instances a bonus plan, whereby total compensation may far exceed base salary depending on individual performance. Actual compensation for all roles will be based upon geographic location, work experience, education, licensure requirements and/or skill level and will be finalized at the time of offer. Salary Range: $81700 - $136800 / year Additional Information:",4.0,"Principal Financial Group
4.0","Des Moines, IA",10000+ Employees,1879,Company - Public,Investment & Asset Management,Financial Services,$10+ billion (USD),0,0,87,137,112.0,"Principal Financial Group
", IA,141,0,0,0,0,0
Data Scientist,$87K - $137K (Glassdoor est.),"You will work with and influence teams in Azure Networking and industry leading partners, who are innovating at leading edge on Artificial Intelligence, High-Performance Computing and Visualization. This is an excellent opportunity to collaborate with teams across Microsoft, in Azure Compute, Storage, Network and Data Science to develop pipelines for advanced data analytics, to improve automatic fault localization to ensure secure and reliable services for millions of customers. This project has high visibility in an area of large and expanding investment for Azure, offering a terrific opportunity for technical and career growth.
Responsibilities
You will work with and influence teams in Azure Networking and industry leading partners, who are innovating at leading edge on Artificial Intelligence, High-Performance Computing and Visualization. This is an excellent opportunity to collaborate with teams across Microsoft, in Azure Compute, Storage, Network and Data Science to develop pipelines for advanced data analytics, to improve automatic fault localization to ensure secure and reliable services for millions of customers. This project has high visibility in an area of large and expanding investment for Azure, offering a terrific opportunity for technical and career growth.",4.4,"Microsoft
4.4","Redmond, WA",10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),0,0,87,137,112.0,"Microsoft
", WA,45,0,0,0,0,1
Sr. Data Scientist/ML Engineer,$87K - $137K (Glassdoor est.),"Company Description

McDonald’s new growth strategy, Accelerating the Arches, encompasses all aspects of our business as the leading global omni-channel restaurant brand. As the consumer landscape shifts we are using our competitive advantages to further strengthen our brand. One of our core growth strategies is to Double Down on the 3Ds (Delivery, Digital and Drive Thru). McDonald’s will accelerate technology innovation so 65M+ customers a day will experience a fast, easy experience, whether at one of our 25,000 and growing Drive Thrus, through McDelivery, dine-in or takeaway.

Job Description

McDonald's is looking for a talented data scientist to join the Global Data Analytics Hub IoT and Edge team. As a data scientist on the team, you will be supporting the engineering and deployment of AI solutions into physical locations in the McDonald’s system. The ideal candidate will have previous experience deploying machine learning solutions at the edge through a combination of on-site installation and remote connection. This position will collaborate cross functionally to understand and translate business needs into machine learning solutions. You will design and develop scalable solutions leveraging machine learning and deep learning methods, working closely with data scientists and data engineers.",3.5,"McDonald's Corporation
3.5","Chicago, IL",10000+ Employees,1955,Company - Public,Restaurants & Cafes,Restaurants & Food Service,$10+ billion (USD),0,0,87,137,112.0,"McDonald's Corporation
", IL,65,0,0,0,0,0
